frame_id,person_id,bbox_center_x,bbox_center_y,bbox_width,bbox_height
75,21,917.5,274.5,59.0,167.0
76,1,447.0,439.5,82.0,225.0
76,2,138.0,669.5,76.0,245.0
76,3,1756.0,561.0,72.0,208.0
76,4,1221.0,1021.0,88.0,114.0
76,5,1400.0,689.5,84.0,237.0
76,6,47.0,841.0,72.0,226.0
76,9,530.5,294.0,77.0,190.0
76,15,1023.0,280.5,60.0,183.0
76,16,435.0,986.0,124.0,184.0
76,20,1470.0,300.0,64.0,190.0
77,1,447.0,438.5,82.0,225.0
77,2,138.0,669.5,76.0,245.0
77,3,1756.5,561.0,73.0,208.0
77,4,1220.0,1020.5,88.0,115.0
77,5,1399.5,690.0,85.0,238.0
77,6,47.0,839.5,72.0,229.0
77,9,530.5,295.0,77.0,190.0
77,15,1022.0,280.5,60.0,185.0
77,16,434.5,985.5,123.0,185.0
77,20,1468.0,299.5,64.0,189.0
78,1,447.5,438.5,81.0,225.0
78,2,138.0,669.5,76.0,245.0
78,3,1756.0,560.5,72.0,207.0
78,4,1220.0,1020.5,88.0,115.0
78,5,1399.5,690.5,85.0,237.0
78,6,47.0,841.0,74.0,230.0
78,9,530.0,295.5,78.0,189.0
78,15,1021.0,280.5,60.0,185.0
78,16,434.0,984.5,122.0,187.0
78,20,1466.0,299.5,64.0,189.0
79,1,448.0,438.5,82.0,227.0
79,2,137.0,670.0,76.0,246.0
79,3,1756.0,560.0,72.0,208.0
79,4,1220.0,1020.0,88.0,116.0
79,5,1399.5,689.5,85.0,235.0
79,6,48.5,841.0,75.0,230.0
79,9,530.0,296.5,78.0,191.0
79,15,1020.5,280.0,59.0,184.0
79,16,434.5,982.5,123.0,191.0
80,1,448.5,437.5,81.0,227.0
80,2,137.5,670.0,75.0,246.0
80,3,1756.5,561.0,73.0,208.0
80,4,1219.0,1020.0,88.0,116.0
80,5,1400.5,690.0,85.0,236.0
80,6,49.0,839.5,76.0,231.0
80,9,531.0,297.5,80.0,195.0
80,15,1020.0,281.0,60.0,184.0
80,16,435.0,980.0,124.0,196.0
81,1,449.0,436.5,80.0,225.0
81,2,137.5,670.0,75.0,246.0
81,3,1757.0,561.0,72.0,208.0
81,4,1219.0,1020.0,88.0,116.0
81,5,1401.0,690.5,86.0,237.0
81,6,50.0,837.0,76.0,232.0
81,9,531.0,299.5,80.0,197.0
81,15,1019.5,281.5,59.0,185.0
81,16,435.5,979.0,123.0,200.0
81,20,1458.5,297.5,63.0,183.0
82,1,450.5,435.0,79.0,224.0
82,2,137.5,670.0,75.0,246.0
82,3,1757.0,561.0,72.0,208.0
82,4,1218.0,1020.0,88.0,116.0
82,5,1400.0,688.5,84.0,233.0
82,6,51.5,835.0,77.0,232.0
82,9,532.0,301.0,80.0,198.0
82,15,1018.5,281.5,59.0,185.0
82,16,436.5,977.0,123.0,204.0
82,20,1456.5,297.0,63.0,182.0
83,1,451.5,433.0,79.0,224.0
83,2,136.5,670.0,75.0,246.0
83,3,1757.0,560.5,72.0,207.0
83,4,1216.5,1020.0,87.0,116.0
83,5,1400.0,689.0,84.0,234.0
83,6,52.0,834.0,76.0,232.0
83,9,532.5,302.0,79.0,198.0
83,15,1017.0,281.0,58.0,182.0
83,16,438.5,975.5,123.0,207.0
83,20,1455.0,297.5,62.0,183.0
84,1,452.5,431.0,79.0,224.0
84,2,137.5,670.0,75.0,246.0
84,3,1757.0,561.5,72.0,207.0
84,4,1215.5,1019.5,87.0,117.0
84,5,1400.5,689.5,85.0,235.0
84,6,52.5,832.5,75.0,231.0
84,9,533.5,304.0,81.0,200.0
84,15,1015.0,280.5,58.0,183.0
84,16,439.0,974.5,122.0,209.0
84,20,1453.5,296.5,63.0,185.0
85,1,452.5,429.5,79.0,223.0
85,2,137.0,670.0,74.0,246.0
85,3,1757.0,561.0,72.0,208.0
85,4,1215.0,1019.5,86.0,117.0
85,5,1400.0,688.5,84.0,233.0
85,6,54.0,832.0,76.0,230.0
85,9,533.5,304.5,79.0,195.0
85,15,1014.0,280.5,58.0,183.0
85,16,439.5,973.5,121.0,211.0
85,20,1452.5,296.0,63.0,186.0
86,1,453.5,427.5,77.0,221.0
86,2,137.0,670.0,74.0,246.0
86,3,1756.5,561.0,73.0,208.0
86,4,1214.5,1019.5,87.0,117.0
86,5,1399.5,688.5,83.0,231.0
86,6,55.0,830.0,74.0,228.0
86,9,534.0,305.5,78.0,195.0
86,15,1012.0,280.5,58.0,181.0
86,16,441.0,972.5,120.0,213.0
86,20,1449.5,293.0,63.0,188.0
87,1,454.5,424.5,77.0,219.0
87,2,137.0,670.0,74.0,246.0
87,3,1756.5,561.5,73.0,209.0
87,4,1213.5,1019.5,87.0,117.0
87,5,1399.5,688.0,83.0,230.0
87,6,55.0,827.0,74.0,224.0
87,9,535.0,305.5,78.0,195.0
87,15,1010.0,281.0,58.0,180.0
87,16,442.0,971.5,120.0,215.0
87,20,1448.0,293.0,62.0,188.0
88,1,455.0,423.5,78.0,219.0
88,2,138.0,670.0,74.0,246.0
88,3,1756.5,561.5,73.0,209.0
88,4,1211.5,1019.0,87.0,118.0
88,5,1399.5,689.0,83.0,232.0
88,6,55.0,823.5,74.0,223.0
88,9,536.5,306.5,79.0,195.0
88,15,1008.0,282.5,60.0,183.0
88,16,442.5,970.5,119.0,217.0
88,20,1446.5,291.5,61.0,183.0
89,1,454.5,421.5,77.0,219.0
89,2,137.0,670.0,74.0,246.0
89,3,1756.5,561.5,73.0,209.0
89,4,1211.0,1019.0,86.0,118.0
89,5,1399.5,690.0,83.0,232.0
89,6,56.0,820.5,74.0,225.0
89,9,538.0,306.5,80.0,197.0
89,15,1007.0,284.0,60.0,184.0
89,16,443.0,970.0,118.0,218.0
90,1,455.5,420.0,79.0,218.0
90,2,137.0,670.5,74.0,247.0
90,3,1756.0,561.5,72.0,209.0
90,4,1209.0,1018.5,86.0,119.0
90,5,1399.5,689.0,85.0,234.0
90,6,57.0,817.5,74.0,225.0
90,9,539.0,307.5,80.0,197.0
90,15,1005.0,285.0,60.0,182.0
90,16,443.5,969.0,117.0,220.0
91,1,456.5,420.5,79.0,219.0
91,2,137.5,671.0,75.0,246.0
91,3,1756.5,562.5,73.0,207.0
91,4,1208.5,1018.0,85.0,120.0
91,5,1400.5,690.5,85.0,235.0
91,6,58.5,813.5,73.0,223.0
91,9,540.5,308.0,81.0,198.0
91,15,1004.5,286.0,61.0,182.0
91,16,443.5,968.0,117.0,222.0
92,1,457.5,420.5,79.0,221.0
92,2,137.5,671.0,75.0,246.0
92,3,1756.5,561.5,73.0,209.0
92,4,1207.5,1017.5,85.0,121.0
92,5,1399.5,687.0,83.0,226.0
92,6,59.0,811.5,72.0,221.0
92,9,540.0,309.0,82.0,198.0
92,15,1003.5,285.5,61.0,181.0
92,16,443.5,967.0,117.0,226.0
93,1,458.0,420.0,80.0,222.0
93,2,137.5,671.0,75.0,246.0
93,3,1756.5,562.0,73.0,208.0
93,4,1206.0,1017.0,86.0,122.0
93,5,1399.0,688.5,84.0,229.0
93,6,59.5,810.0,71.0,220.0
93,9,540.5,309.0,81.0,194.0
93,15,1003.5,286.5,61.0,181.0
93,16,444.0,966.0,118.0,228.0
94,1,458.0,419.5,80.0,223.0
94,2,137.5,671.0,75.0,246.0
94,3,1757.0,562.0,72.0,208.0
94,4,1204.0,1017.0,86.0,124.0
94,5,1399.5,690.0,85.0,234.0
94,6,59.5,807.5,71.0,219.0
94,9,537.5,311.0,81.0,194.0
94,15,1001.5,288.0,61.0,182.0
94,16,444.5,964.0,117.0,230.0
95,1,458.5,419.0,81.0,224.0
95,2,137.5,671.0,75.0,246.0
95,3,1757.0,562.0,72.0,208.0
95,4,1203.0,1015.5,86.0,127.0
95,5,1399.5,690.0,85.0,232.0
95,6,60.0,805.5,70.0,217.0
95,9,536.0,312.0,80.0,194.0
95,15,1000.0,290.0,62.0,184.0
95,16,445.0,962.0,116.0,234.0
96,1,458.0,419.0,82.0,226.0
96,2,137.5,671.0,75.0,246.0
96,3,1757.0,562.5,72.0,209.0
96,4,1202.0,1015.0,86.0,128.0
96,5,1399.0,689.0,84.0,230.0
96,6,60.0,804.5,70.0,219.0
96,15,999.0,292.0,62.0,186.0
96,16,444.0,961.0,116.0,236.0
97,1,458.0,418.5,82.0,227.0
97,2,137.5,671.0,75.0,246.0
97,3,1757.0,562.5,72.0,209.0
97,4,1199.5,1015.0,85.0,130.0
97,5,1399.0,688.0,82.0,228.0
97,6,60.5,804.5,71.0,221.0
97,15,997.5,293.0,63.0,186.0
97,16,444.5,959.0,115.0,238.0
98,1,458.0,418.5,82.0,229.0
98,2,137.0,671.0,76.0,246.0
98,3,1757.0,562.5,72.0,209.0
98,4,1198.5,1013.5,85.0,133.0
98,5,1399.0,688.5,84.0,229.0
98,6,61.0,804.0,70.0,220.0
98,15,995.5,292.5,63.0,187.0
98,16,443.5,957.0,115.0,242.0
99,1,459.0,417.5,82.0,229.0
99,2,137.0,671.0,76.0,246.0
99,3,1757.0,562.5,72.0,209.0
99,4,1195.5,1012.5,85.0,135.0
99,5,1398.0,685.5,82.0,225.0
99,6,61.0,804.0,70.0,224.0
99,15,993.5,292.5,63.0,187.0
99,16,442.5,955.0,115.0,246.0
100,1,459.0,417.0,82.0,228.0
100,2,137.0,671.0,76.0,246.0
100,3,1757.0,562.0,72.0,208.0
100,4,1194.0,1012.0,84.0,136.0
100,5,1398.5,687.5,83.0,227.0
100,6,62.0,804.5,70.0,223.0
100,15,991.0,292.5,62.0,187.0
100,16,442.0,952.5,116.0,251.0
101,1,459.5,415.5,81.0,227.0
101,2,137.0,670.5,76.0,247.0
101,3,1757.0,562.0,72.0,208.0
101,4,1192.5,1010.5,83.0,137.0
101,5,1398.0,687.0,82.0,224.0
101,6,62.5,801.5,69.0,221.0
101,15,989.5,292.0,63.0,186.0
101,16,440.5,952.0,115.0,252.0
102,1,458.5,413.5,81.0,227.0
102,2,137.0,670.5,76.0,247.0
102,3,1756.5,562.0,71.0,208.0
102,4,1191.0,1009.5,82.0,137.0
102,5,1398.5,689.0,85.0,232.0
102,6,63.0,799.0,68.0,220.0
102,15,987.0,291.5,62.0,185.0
102,16,439.0,950.5,114.0,255.0
103,1,458.5,411.5,81.0,225.0
103,2,137.0,670.5,76.0,247.0
103,3,1756.0,561.0,72.0,208.0
103,4,1189.0,1008.5,82.0,139.0
103,5,1399.0,691.0,86.0,236.0
103,6,64.0,795.0,68.0,218.0
103,15,984.5,292.5,63.0,185.0
103,16,437.5,950.0,113.0,256.0
104,1,459.0,409.5,80.0,223.0
104,2,137.0,670.5,76.0,247.0
104,3,1756.5,561.5,71.0,207.0
104,4,1186.0,1008.0,80.0,140.0
104,5,1399.0,691.5,86.0,237.0
104,6,65.0,792.5,68.0,219.0
104,15,982.0,291.0,62.0,180.0
104,16,437.0,948.5,112.0,255.0
104,27,1200.0,237.0,70.0,164.0
105,1,458.5,407.0,79.0,220.0
105,2,137.5,670.5,75.0,245.0
105,3,1757.0,561.5,72.0,209.0
105,4,1184.0,1007.5,80.0,141.0
105,5,1400.0,691.5,86.0,237.0
105,6,67.5,790.5,69.0,221.0
105,16,436.0,948.0,112.0,256.0
106,1,459.0,404.5,78.0,217.0
106,2,137.5,670.5,75.0,245.0
106,3,1757.0,561.5,72.0,209.0
106,4,1182.5,1007.0,79.0,142.0
106,5,1400.0,691.5,86.0,237.0
106,6,69.0,789.5,70.0,223.0
106,15,978.0,291.5,60.0,177.0
106,16,435.0,947.5,112.0,259.0
107,1,459.0,402.0,78.0,216.0
107,2,137.0,671.0,76.0,246.0
107,3,1756.5,561.5,71.0,209.0
107,4,1181.0,1007.0,78.0,142.0
107,6,71.5,789.0,71.0,224.0
107,15,977.0,295.0,62.0,184.0
107,16,434.0,947.0,112.0,260.0
107,27,1195.0,234.5,70.0,167.0
108,1,459.5,400.5,79.0,217.0
108,2,138.0,670.5,74.0,243.0
108,3,1756.5,561.5,71.0,209.0
108,4,1179.5,1007.0,77.0,142.0
108,5,1400.0,689.0,84.0,228.0
108,6,74.5,786.0,71.0,222.0
108,9,538.5,328.5,71.0,193.0
108,15,975.0,296.5,62.0,187.0
108,16,434.0,946.0,112.0,262.0
108,27,1192.0,234.0,68.0,166.0
109,1,459.5,400.0,79.0,218.0
109,2,138.5,670.0,75.0,242.0
109,3,1756.5,561.0,71.0,208.0
109,4,1177.5,1007.0,77.0,142.0
109,5,1400.0,689.5,84.0,227.0
109,6,80.5,785.0,73.0,222.0
109,9,539.5,329.5,71.0,193.0
109,15,974.5,296.5,63.0,189.0
109,16,434.0,944.0,112.0,266.0
109,27,1190.5,232.5,69.0,167.0
110,1,459.5,399.0,79.0,220.0
110,2,138.5,670.5,75.0,241.0
110,3,1756.5,562.0,71.0,208.0
110,4,1176.0,1007.5,74.0,141.0
110,5,1400.5,691.5,85.0,231.0
110,6,84.0,785.5,76.0,225.0
110,9,541.0,330.0,70.0,190.0
110,15,973.0,298.0,62.0,188.0
110,16,434.5,942.0,113.0,270.0
110,27,1187.5,232.5,69.0,169.0
111,1,460.0,398.5,80.0,221.0
111,2,138.5,671.0,75.0,242.0
111,3,1756.5,561.5,71.0,207.0
111,4,1174.5,1007.5,75.0,143.0
111,5,1400.0,690.5,84.0,229.0
111,6,86.5,785.0,77.0,224.0
111,9,543.5,330.0,69.0,190.0
111,15,971.0,298.5,62.0,187.0
111,16,434.5,939.5,111.0,273.0
111,27,1184.5,233.5,69.0,171.0
112,1,460.0,399.0,80.0,220.0
112,2,137.5,671.0,75.0,246.0
112,3,1756.5,561.5,71.0,207.0
112,4,1172.5,1007.0,75.0,144.0
112,5,1400.0,690.5,84.0,229.0
112,6,88.5,783.5,79.0,225.0
112,9,546.0,331.5,70.0,191.0
112,15,969.5,299.0,61.0,186.0
112,16,435.0,936.0,110.0,274.0
112,27,1180.0,233.0,70.0,172.0
113,1,460.5,398.5,81.0,221.0
113,2,137.5,671.0,75.0,246.0
113,3,1756.5,561.5,71.0,207.0
113,4,1171.0,1006.5,76.0,145.0
113,5,1400.0,690.0,84.0,230.0
113,6,88.0,782.5,80.0,225.0
113,9,546.0,333.0,70.0,192.0
113,15,968.0,300.0,62.0,186.0
113,16,435.0,932.0,108.0,272.0
113,27,1177.0,233.0,68.0,170.0
114,1,460.5,398.0,81.0,220.0
114,2,137.0,671.0,74.0,242.0
114,3,1757.0,562.0,72.0,208.0
114,4,1169.5,1006.5,75.0,147.0
114,5,1400.0,690.5,86.0,231.0
114,6,90.0,780.0,80.0,224.0
114,9,550.0,335.0,72.0,196.0
114,15,966.5,301.0,61.0,186.0
114,16,435.0,928.0,106.0,268.0
114,27,1170.5,232.0,69.0,170.0
115,1,460.5,398.0,81.0,220.0
115,2,138.0,671.0,74.0,242.0
115,3,1757.0,562.0,72.0,208.0
115,4,1167.5,1006.5,75.0,147.0
115,5,1401.0,691.0,86.0,234.0
115,6,93.0,777.5,80.0,223.0
115,9,553.0,337.0,72.0,198.0
115,15,966.0,301.5,60.0,183.0
115,16,436.5,924.5,105.0,267.0
115,27,1165.0,231.5,70.0,171.0
116,1,460.5,397.5,81.0,221.0
116,2,138.5,671.0,73.0,240.0
116,3,1757.0,562.0,72.0,208.0
116,4,1163.5,1006.5,75.0,147.0
116,6,97.0,775.0,78.0,220.0
116,9,555.5,337.5,73.0,199.0
116,15,963.0,300.5,60.0,183.0
116,16,438.5,922.0,105.0,268.0
116,27,1158.0,231.0,72.0,170.0
117,1,461.0,397.5,82.0,221.0
117,3,1757.0,562.5,72.0,209.0
117,4,1161.5,1006.0,75.0,148.0
117,5,1399.5,690.5,85.0,231.0
117,6,103.0,772.0,78.0,218.0
117,9,555.5,339.0,73.0,200.0
117,15,962.5,300.0,59.0,182.0
117,16,439.5,921.0,105.0,270.0
117,27,1152.5,231.5,73.0,171.0
118,1,461.0,396.5,82.0,221.0
118,2,135.0,669.5,74.0,243.0
118,3,1757.0,562.5,72.0,209.0
118,4,1159.5,1006.0,75.0,148.0
118,5,1399.5,689.5,85.0,231.0
118,9,555.0,340.5,74.0,203.0
118,15,960.5,301.0,59.0,182.0
118,16,441.0,920.0,106.0,272.0
118,27,1148.5,232.0,75.0,172.0
119,1,461.5,396.0,83.0,222.0
119,2,131.0,689.5,86.0,283.0
119,3,1756.5,562.0,71.0,208.0
119,4,1156.5,1007.0,75.0,146.0
119,9,555.5,341.5,73.0,203.0
119,15,958.0,301.5,60.0,183.0
119,16,441.5,920.0,107.0,274.0
119,27,1146.5,232.0,77.0,172.0
120,1,461.0,396.0,82.0,222.0
120,2,131.5,693.5,89.0,293.0
120,3,1756.5,562.0,71.0,208.0
120,4,1153.5,1006.0,75.0,148.0
120,5,1400.5,690.5,85.0,231.0
120,9,555.5,343.5,73.0,201.0
120,15,957.0,302.0,60.0,184.0
120,16,442.0,918.5,106.0,273.0
120,27,1146.0,231.0,78.0,172.0
120,28,868.0,317.5,56.0,167.0
121,1,460.5,394.5,83.0,223.0
121,3,1756.5,561.5,71.0,209.0
121,4,1150.5,1006.0,75.0,148.0
121,5,1400.5,690.5,85.0,231.0
121,9,555.0,343.5,72.0,197.0
121,15,955.0,302.5,60.0,185.0
121,16,443.5,918.0,107.0,276.0
121,27,1146.5,230.0,79.0,170.0
121,28,866.5,318.5,57.0,169.0
121,6,116.5,767.5,75.0,213.0
122,1,460.5,393.0,83.0,224.0
122,3,1756.5,562.5,71.0,209.0
122,4,1146.5,1005.5,77.0,149.0
122,5,1400.0,691.0,86.0,232.0
122,9,554.5,344.0,71.0,194.0
122,15,953.5,303.0,61.0,186.0
122,16,443.0,917.0,106.0,276.0
122,27,1146.0,229.0,80.0,172.0
122,6,119.0,768.5,74.0,209.0
123,1,461.0,391.5,82.0,223.0
123,3,1756.5,562.0,71.0,208.0
123,4,1143.0,1005.0,76.0,150.0
123,5,1400.5,691.0,85.0,232.0
123,9,554.5,343.0,71.0,194.0
123,15,951.5,303.5,61.0,187.0
123,16,443.5,916.0,107.0,276.0
123,27,1145.0,228.0,80.0,172.0
123,6,121.5,767.5,75.0,211.0
124,1,460.5,389.0,81.0,220.0
124,3,1756.0,562.0,72.0,208.0
124,4,1139.5,1004.5,77.0,151.0
124,5,1400.5,690.5,85.0,231.0
124,9,555.0,342.5,72.0,197.0
124,15,949.0,302.0,60.0,188.0
124,16,445.5,913.5,105.0,275.0
124,27,1142.5,228.5,79.0,171.0
124,6,126.0,765.5,76.0,215.0
125,1,461.0,386.0,80.0,216.0
125,3,1756.5,562.0,73.0,210.0
125,4,1137.0,1004.0,78.0,152.0
125,5,1400.0,690.5,84.0,229.0
125,9,555.5,343.0,71.0,196.0
125,15,948.0,302.5,60.0,189.0
125,16,445.0,911.5,106.0,275.0
126,1,460.0,383.5,80.0,215.0
126,3,1756.5,561.0,71.0,208.0
126,4,1134.5,1004.0,77.0,152.0
126,5,1399.5,690.5,85.0,229.0
126,9,555.5,344.0,71.0,196.0
126,15,945.0,303.5,60.0,189.0
126,16,444.0,909.0,106.0,278.0
126,27,1137.0,227.0,76.0,172.0
126,6,135.0,724.0,96.0,282.0
127,1,460.5,383.0,79.0,214.0
127,3,1756.5,561.0,71.0,208.0
127,4,1132.0,1003.5,78.0,153.0
127,5,1400.0,690.5,84.0,229.0
127,9,556.0,345.5,70.0,195.0
127,15,943.0,303.5,60.0,189.0
127,16,443.0,904.5,106.0,277.0
127,27,1134.0,226.0,74.0,172.0
127,2,136.0,666.0,74.0,236.0
128,1,460.0,382.5,80.0,215.0
128,3,1756.5,561.5,71.0,209.0
128,4,1129.0,1003.5,78.0,153.0
128,5,1400.0,690.5,84.0,229.0
128,9,556.5,345.5,69.0,195.0
128,15,940.5,303.0,59.0,188.0
128,16,442.5,899.0,105.0,276.0
128,27,1130.5,225.5,73.0,173.0
128,2,136.0,668.0,76.0,242.0
129,1,460.0,382.5,80.0,217.0
129,3,1756.5,561.5,71.0,209.0
129,4,1126.0,1003.5,78.0,153.0
129,5,1399.5,687.5,83.0,223.0
129,9,557.0,346.0,70.0,198.0
129,15,938.5,303.0,59.0,188.0
129,16,442.5,892.5,101.0,271.0
129,2,136.0,668.0,76.0,242.0
130,1,459.5,381.5,81.0,217.0
130,3,1757.0,561.5,72.0,209.0
130,4,1123.0,1003.0,78.0,152.0
130,5,1400.0,690.5,84.0,229.0
130,9,557.5,348.0,71.0,200.0
130,15,936.5,304.0,59.0,188.0
130,16,442.5,886.5,99.0,265.0
130,2,136.5,668.5,75.0,243.0
131,1,459.5,381.5,81.0,219.0
131,3,1757.0,562.0,72.0,208.0
131,4,1120.5,1002.5,79.0,153.0
131,5,1400.5,690.5,85.0,229.0
131,9,558.0,350.0,72.0,206.0
131,16,442.0,882.5,98.0,261.0
131,2,137.0,669.0,76.0,244.0
132,1,459.5,380.5,81.0,219.0
132,3,1756.5,562.0,71.0,208.0
132,4,1118.5,1002.0,79.0,154.0
132,5,1399.0,686.0,82.0,222.0
132,9,558.5,353.0,71.0,208.0
132,16,440.0,880.5,98.0,263.0
132,2,137.5,669.5,77.0,247.0
133,1,459.5,379.5,81.0,219.0
133,3,1756.5,562.5,71.0,209.0
133,4,1116.5,1002.0,79.0,154.0
133,5,1400.0,687.5,84.0,225.0
133,9,559.5,355.0,71.0,210.0
133,16,439.0,879.0,98.0,264.0
133,27,1112.5,223.0,67.0,170.0
133,2,138.5,672.0,77.0,248.0
133,28,854.5,329.0,59.0,170.0
134,1,459.5,379.5,81.0,219.0
134,3,1757.0,562.5,72.0,209.0
134,4,1114.0,1002.0,78.0,154.0
134,5,1399.5,686.0,83.0,222.0
134,9,559.0,356.5,70.0,209.0
134,16,438.0,878.0,98.0,264.0
134,28,853.5,330.5,59.0,171.0
135,1,459.5,379.0,81.0,220.0
135,3,1757.0,562.0,72.0,210.0
135,4,1112.5,1002.0,79.0,154.0
135,5,1400.0,684.5,82.0,221.0
135,9,558.0,358.0,68.0,210.0
135,16,437.0,878.0,98.0,266.0
135,2,140.5,667.5,75.0,243.0
136,1,458.5,378.5,81.0,219.0
136,3,1757.0,562.0,72.0,210.0
136,4,1110.0,1001.5,78.0,153.0
136,9,558.5,358.0,67.0,208.0
136,16,435.0,878.0,100.0,268.0
136,2,140.5,667.0,75.0,240.0
136,28,850.5,332.0,59.0,170.0
137,1,458.0,377.5,80.0,219.0
137,3,1757.0,561.5,72.0,209.0
137,4,1109.0,1001.0,78.0,152.0
137,9,559.0,358.0,66.0,208.0
137,16,434.0,878.0,100.0,268.0
137,2,138.0,665.0,74.0,238.0
137,28,849.5,332.5,59.0,173.0
138,1,458.0,376.5,80.0,219.0
138,3,1756.5,562.0,71.0,208.0
138,4,1107.5,1000.5,77.0,153.0
138,9,559.0,359.0,64.0,206.0
138,15,921.5,297.5,55.0,175.0
138,16,433.5,877.5,101.0,269.0
138,27,1086.5,224.0,75.0,174.0
138,2,136.5,664.0,73.0,234.0
139,1,457.5,375.5,81.0,219.0
139,3,1757.0,561.5,72.0,209.0
139,4,1106.5,1000.0,77.0,152.0
139,9,558.5,362.0,61.0,200.0
139,15,919.0,300.0,58.0,184.0
139,16,433.5,876.0,101.0,268.0
139,27,1084.5,223.0,77.0,172.0
139,2,135.5,664.5,71.0,233.0
139,28,846.5,333.5,57.0,169.0
140,1,456.0,375.0,80.0,218.0
140,3,1757.0,561.0,72.0,208.0
140,4,1105.0,1000.0,76.0,152.0
140,5,1404.0,686.0,78.0,216.0
140,9,558.5,361.5,61.0,201.0
140,15,916.0,300.0,58.0,184.0
140,16,433.5,874.5,101.0,267.0
140,27,1083.5,223.0,77.0,170.0
140,2,135.0,667.0,72.0,236.0
141,1,455.0,374.0,80.0,220.0
141,3,1757.0,561.0,72.0,208.0
141,4,1103.5,999.5,77.0,153.0
141,5,1402.5,689.0,81.0,226.0
141,9,558.5,360.0,61.0,202.0
141,15,913.5,300.5,59.0,185.0
141,16,433.0,872.5,100.0,267.0
141,27,1083.0,222.5,78.0,169.0
141,2,135.0,668.5,72.0,237.0
142,1,454.5,373.0,79.0,218.0
142,3,1756.5,561.0,71.0,208.0
142,4,1102.0,999.0,76.0,154.0
142,5,1401.5,689.5,83.0,229.0
142,9,558.5,359.5,61.0,203.0
142,15,910.5,301.0,59.0,186.0
142,16,434.0,870.0,100.0,268.0
142,27,1080.5,223.0,79.0,170.0
142,2,136.0,669.5,72.0,239.0
142,28,843.5,334.5,57.0,171.0
142,6,191.5,731.0,75.0,208.0
143,1,453.5,371.0,79.0,216.0
143,3,1757.0,561.5,72.0,209.0
143,4,1099.0,999.0,76.0,154.0
143,5,1401.5,689.5,83.0,229.0
143,9,558.0,360.0,60.0,204.0
143,15,906.5,300.5,59.0,187.0
143,16,435.0,866.5,100.0,269.0
143,27,1079.0,222.5,80.0,171.0
143,2,136.0,667.5,72.0,237.0
144,1,453.5,368.5,77.0,211.0
144,3,1757.0,562.0,72.0,208.0
144,4,1096.5,999.5,75.0,155.0
144,5,1401.0,691.5,84.0,231.0
144,9,557.5,361.5,59.0,201.0
144,15,904.0,300.0,60.0,188.0
144,16,435.0,862.5,98.0,267.0
144,27,1077.5,221.0,79.0,168.0
144,2,136.5,667.0,71.0,238.0
144,6,194.5,730.0,75.0,206.0
145,1,453.5,366.5,77.0,209.0
145,3,1757.0,562.0,72.0,208.0
145,4,1094.0,999.5,74.0,155.0
145,5,1402.5,688.0,79.0,222.0
145,9,557.5,362.5,59.0,201.0
145,15,902.0,297.0,58.0,184.0
145,16,436.0,856.5,96.0,263.0
145,27,1077.0,220.0,78.0,168.0
145,2,137.0,667.0,72.0,238.0
145,6,194.0,729.0,76.0,206.0
146,1,453.5,364.0,77.0,210.0
146,3,1757.0,562.5,72.0,209.0
146,4,1091.0,998.5,74.0,157.0
146,5,1400.5,685.0,79.0,218.0
146,9,558.0,361.5,60.0,203.0
146,15,899.5,297.5,59.0,185.0
146,16,437.5,851.0,93.0,256.0
146,27,1073.5,219.0,77.0,168.0
146,2,137.0,666.5,72.0,239.0
146,6,197.0,728.5,76.0,207.0
147,1,453.0,363.5,78.0,211.0
147,3,1757.0,562.0,72.0,208.0
147,4,1088.5,998.5,73.0,157.0
147,5,1399.0,684.5,80.0,219.0
147,9,558.0,363.0,60.0,204.0
147,15,898.5,296.5,59.0,185.0
147,16,438.5,846.5,93.0,255.0
147,27,1069.0,219.0,76.0,168.0
147,2,137.0,666.5,72.0,239.0
147,6,198.0,727.5,76.0,207.0
148,1,453.0,362.5,78.0,213.0
148,3,1756.5,562.0,71.0,208.0
148,4,1086.0,998.0,72.0,158.0
148,5,1399.0,688.0,82.0,226.0
148,9,558.0,364.5,60.0,203.0
148,15,898.0,297.0,60.0,188.0
148,16,439.5,844.0,93.0,254.0
148,27,1066.5,219.0,73.0,168.0
148,2,137.5,667.5,73.0,239.0
148,6,201.0,725.0,76.0,208.0
149,1,454.0,362.0,78.0,214.0
149,3,1756.5,561.5,71.0,207.0
149,4,1084.0,997.0,72.0,160.0
149,5,1400.0,690.5,84.0,231.0
149,9,560.0,366.5,60.0,203.0
149,15,897.0,296.5,60.0,189.0
149,16,441.0,842.0,94.0,256.0
149,27,1063.5,217.5,71.0,167.0
149,2,137.5,668.5,73.0,241.0
149,6,204.5,721.5,75.0,211.0
150,1,453.5,362.0,79.0,216.0
150,3,1756.5,561.0,71.0,208.0
150,4,1081.5,997.0,71.0,162.0
150,5,1399.5,688.0,83.0,226.0
150,9,561.0,368.5,60.0,203.0
150,15,896.0,295.5,60.0,189.0
150,16,442.5,841.0,95.0,258.0
150,27,1060.5,216.5,71.0,167.0
150,2,136.5,668.5,73.0,243.0
150,6,209.5,720.5,75.0,213.0
151,1,453.5,361.5,79.0,215.0
151,3,1756.5,561.0,71.0,208.0
151,4,1080.5,996.0,71.0,164.0
151,5,1399.5,686.0,81.0,222.0
