keypoint,frame_count,mean,median,std,ratio_lt_0.1,ratio_lt_0.2,ratio_lt_0.3,ratio_lt_0.5,ratio_ge_0.5,ratio_ge_0.7,ratio_ge_0.9
nose,13354,0.9925413320829398,0.9987176954746246,0.030154692472195335,0.0,0.0,0.0,0.00022465178972592482,0.999775348210274,0.9976785981728321,0.9824771604013779
left_shoulder,13354,0.9939156334026499,0.999290406703949,0.03689802321905366,0.0,0.0002995357196345664,0.0005241875093604912,0.0007488392990864161,0.9992511607009136,0.9940092856073087,0.9868953122659877
right_shoulder,13354,0.9936175023757788,0.9992559254169464,0.04146486614176084,0.0,0.00022465178972592482,0.00044930357945184964,0.001347910738355549,0.9986520892616445,0.9931855623783136,0.9879436872847087
left_hip,13354,0.9732260137933583,0.996206521987915,0.12041577873689827,0.008761419799311068,0.013104687734012282,0.01535120563127153,0.018571214617343117,0.9814287853826569,0.9755878388497828,0.9606859367979631
right_hip,13354,0.9726555428299406,0.995628297328949,0.12147237134943416,0.00973491088812341,0.013479107383555488,0.015276321701362887,0.018571214617343117,0.9814287853826569,0.9756627227796915,0.9593380260596076
overall,66770,0.9851912048969335,0.9980705976486206,0.08215479611440327,0.0036992661374868952,0.005421596525385652,0.006320203684289352,0.007892766212370825,0.9921072337876292,0.9872248015575857,0.975468024561929
