dataset_type,video_name,min_cutoff,beta,d_cutoff,frame_count,noise_reduction,displacement_reduction,shoulder_velocity_retention
normal,A_Beautiful_Mind_6_walk_u_cm_np1_fr_med_1.avi,3.0,0.02,1.0,109,2.3996598852211948,50.48204663033559,41.00316866665537
normal,AboutABoy_walk_f_nm_np1_le_med_5.avi,3.0,0.02,1.0,95,14.722053584677619,44.04546783278131,51.816600628952024
normal,American_History_X_run_u_cm_np1_ba_med_18.avi,3.0,0.02,1.0,88,-4.593624183174816,49.57354396397113,36.26789165684752
normal,American_History_X_sit_f_cm_np1_le_med_27.avi,3.0,0.02,1.0,98,3.1376991249732034,46.273933397977174,50.35126237458214
normal,American_History_X_sit_u_cm_np1_fr_med_6.avi,3.0,0.02,1.0,84,27.943091845629965,51.6348113412347,43.18065147106644
normal,BLACK_HAWK_DOWN_run_f_nm_np1_ba_med_31.avi,3.0,0.02,1.0,48,,,
normal,BLACK_HAWK_DOWN_run_f_nm_np1_ba_med_32.avi,3.0,0.02,1.0,48,,,
normal,BLACK_HAWK_DOWN_run_f_nm_np1_ri_med_17.avi,3.0,0.02,1.0,21,61.39091992828205,61.39244961193634,38.602252547877654
normal,Bush_Wave_vs__Obama_Wave_and_Which_Commander-in-chief_Salutes_the_Best__You_Decide_wave_u_cm_np1_fr_med_0.avi,3.0,0.02,1.0,205,12.288348953972328,50.05042484671335,47.0157229739545
normal,Bush_Wave_vs__Obama_Wave_and_Which_Commander-in-chief_Salutes_the_Best__You_Decide_wave_u_cm_np1_fr_med_1.avi,3.0,0.02,1.0,84,33.3899278620242,53.620493615577324,45.22239844205412
normal,Bush_Wave_vs__Obama_Wave_and_Which_Commander-in-chief_Salutes_the_Best__You_Decide_wave_u_cm_np1_fr_med_3.avi,3.0,0.02,1.0,79,36.46838178415861,58.87261091094833,32.75070587847414
normal,Bush_Wave_vs__Obama_Wave_and_Which_Commander-in-chief_Salutes_the_Best__You_Decide_wave_u_cm_np1_fr_med_4.avi,3.0,0.02,1.0,79,9.15695166883802,36.717024525493514,58.10410569252041
normal,Bush_Wave_vs__Obama_Wave_and_Which_Commander-in-chief_Salutes_the_Best__You_Decide_wave_u_cm_np1_fr_med_5.avi,3.0,0.02,1.0,96,7.756156162367544,44.74185330033477,58.713595944506935
normal,CharlieAndTheChocolateFactory_sit_f_nm_np1_fr_med_3.avi,3.0,0.02,1.0,54,36.80723361846068,52.92022936100197,87.93204648727503
normal,EVOLUTION_wave_u_nm_np1_fr_med_18.avi,3.0,0.02,1.0,101,-1.7839056583740076,30.480963387858807,60.32198846348984
normal,Faith_Rewarded_run_f_cm_np1_le_med_16.avi,3.0,0.02,1.0,54,61.40889590382166,61.40116857855984,38.594286383651834
normal,KUNG_FU_HUSTLE_sit_f_nm_np1_fr_med_43.avi,3.0,0.02,1.0,79,34.62433042747583,61.674178711639286,29.93483675739658
normal,likebeckam_sit_f_cm_np1_ba_med_35.avi,3.0,0.02,1.0,50,39.807881629670824,58.768549169086185,33.78265324921417
normal,likebeckam_sit_f_cm_np1_fr_med_26.avi,3.0,0.02,1.0,50,33.16048638180755,52.06753879441214,37.12165408043366
normal,likebeckam_sit_f_cm_np1_le_med_28.avi,3.0,0.02,1.0,73,24.98811565113336,16.14645345529745,67.95599582136703
normal,likebeckam_sit_f_nm_np1_le_bad_29.avi,3.0,0.02,1.0,24,48.75286225300537,55.962823878629145,48.74799146947451
normal,LONGESTYARD_sit_f_nm_np1_ba_med_29.avi,3.0,0.02,1.0,47,29.57943798226832,59.76859229665399,41.68525011188491
normal,LONGESTYARD_sit_u_nm_np1_ba_med_8.avi,3.0,0.02,1.0,72,49.21061070968816,58.444445049965154,33.30074959404857
normal,Man_Who_Cheated_Himself_512kb_sit_u_cm_np1_fr_med_3.avi,3.0,0.02,1.0,77,-1.1499703784721094,35.76986344862429,52.19245342227944
normal,MUSE_Wave_Goodbye_in_Wembley_wave_u_cm_np3_fr_med_1.avi,3.0,0.02,1.0,131,14.39564003653192,44.36960883908003,60.028415256237025
normal,NOVA_ELEGANTUNIVERSE3_sit_f_nm_np1_fr_med_2.avi,3.0,0.02,1.0,53,8.954155837417932,55.97906266810462,34.89404370452258
normal,TheBoondockSaints_sit_f_cm_np1_ri_med_42.avi,3.0,0.02,1.0,78,5.239824305494622,50.43209494841832,42.64141443563283
normal,TrumanShow_sit_f_nm_np1_le_med_37.avi,3.0,0.02,1.0,49,27.789671417170105,55.617113808710414,39.32332115437496
fall,video (1).avi,3.0,0.02,1.0,157,3.502112484451647,32.32264044551185,75.52987149152246
fall,video (10).avi,3.0,0.02,1.0,312,3.930494768822912,26.94392503774158,71.23413887589152
fall,video (11).avi,3.0,0.02,1.0,312,8.616483397808983,26.609413961113138,91.56908721668935
fall,video (12).avi,3.0,0.02,1.0,216,7.987654115331544,35.70541274341424,77.32869377465961
fall,video (13).avi,3.0,0.02,1.0,240,5.073544008107755,30.698502371016158,62.976759515447064
fall,video (14).avi,3.0,0.02,1.0,288,15.155151418681257,34.77556596378437,67.59418871973055
fall,video (15).avi,3.0,0.02,1.0,593,0.700774935960069,33.818897119483836,70.51849801124888
fall,video (16).avi,3.0,0.02,1.0,870,7.422447289174672,31.257372578559885,61.045364934895666
fall,video (17).avi,3.0,0.02,1.0,506,1.9622242052254601,29.973235232089223,64.13072998802996
fall,video (18).avi,3.0,0.02,1.0,1052,0.8996953377832018,30.987309506163218,64.31061370019748
fall,video (19).avi,3.0,0.02,1.0,818,1.545664647672551,34.660726284211286,70.73547956232326
fall,video (2).avi,3.0,0.02,1.0,306,0.153061393577969,34.97857399726399,50.197869972414956
fall,video (20).avi,3.0,0.02,1.0,298,2.15851048954141,32.00857800712708,62.9815341179056
fall,video (21).avi,3.0,0.02,1.0,1130,6.411861292906851,32.474836195036296,71.08033882002042
fall,video (22).avi,3.0,0.02,1.0,987,4.655629463011501,29.192535871993584,75.42654085699566
fall,video (23).avi,3.0,0.02,1.0,1146,-0.17964151743108392,31.035126780751565,64.5180473743618
fall,video (24).avi,3.0,0.02,1.0,829,2.792011755987023,25.2831141216762,71.95955068096809
fall,video (25).avi,3.0,0.02,1.0,988,1.1931215208195622,32.830141365890405,76.11164398420132
fall,video (26).avi,3.0,0.02,1.0,499,1.79919169778735,25.477438004444895,78.74746017786289
fall,video (27).avi,3.0,0.02,1.0,811,-0.6726157399036925,31.516318833320213,74.64206768157328
fall,video (28).avi,3.0,0.02,1.0,505,-3.030501893786819,25.92739499196811,70.53670969071845
fall,video (29).avi,3.0,0.02,1.0,1221,0.7036569925716107,27.6039596244839,75.06474305990297
fall,video (3).avi,3.0,0.02,1.0,304,-2.636336363110181,39.41776782746862,54.62562839944094
fall,video (30).avi,3.0,0.02,1.0,1247,1.5867926602673776,38.24383088257961,73.8618070304318
fall,video (4).avi,3.0,0.02,1.0,207,-1.2452311469313138,33.88700326082093,52.12939398108779
fall,video (5).avi,3.0,0.02,1.0,181,1.302238809777756,37.76687637674442,63.06503441623491
fall,video (6).avi,3.0,0.02,1.0,239,0.8626572100363439,29.715811150284686,67.36612873408957
fall,video (7).avi,3.0,0.02,1.0,216,-1.3797546658027127,23.554093216456838,76.1301342700324
fall,video (8).avi,3.0,0.02,1.0,285,2.4195883411487373,27.885622374158036,90.28799026728016
fall,video (9).avi,3.0,0.02,1.0,336,0.12982187629744235,30.0485157825474,79.05069325354354
